Trends in Number of COVID-19 Vaccinations in the US
Date generated: Sun Mar 14 2021 15:16:43 GMT-0400 (EDT)

Date Type,Date,Program,Total Doses Administered Daily,Daily Count People Receiving Dose 1,Daily Count People Receiving Dose 2,Total Doses Administered Cumulative,People Receiving 1 or More Doses Cumulative,People Receiving 2 Doses Cumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,7-Day Avg Daily Count Dose 2,Total Doses Administered Daily Change,7-Day Avg Total Doses Administered Daily Change,Daily Count of People Fully Vaccinated,People with at least One Dose Cumulative,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated
Admin,2021-03-06,US,1703700,1142126,556518,95268638,61804895,32410019,1294143,2066537,758969,null,null,708750,61804895,32726098,804034
Report,2021-03-06,US,null,null,null,null,null,null,null,null,null,2904229,2158020,null,null,null,null
Admin,2021-03-06,LTC,16061,5035,10885,7421231,4735323,2644157,10795,33267,22267,null,null,10944,4735323,2644228,22277
Admin,2021-03-07,US,777408,577577,197976,96046046,62382472,32607995,1306090,2068758,750092,null,null,285432,62382472,33011530,807649
Report,2021-03-07,US,null,null,null,null,null,null,null,null,null,2439427,2159392,null,null,null,null
Admin,2021-03-07,LTC,10265,3280,6909,7431496,4738603,2651066,10382,31755,21174,null,null,6911,4738603,2651139,21184
Admin,2021-03-08,US,1767857,1227395,535184,97813903,63609867,33143179,1335841,2077650,730886,null,null,697319,63609867,33708849,811588
Report,2021-03-08,US,null,null,null,null,null,null,null,null,null,1738102,2169981,null,null,null,null
Admin,2021-03-08,LTC,23347,7381,15762,7454843,4745984,2666828,9619,29818,20002,null,null,15764,4745984,2666903,20012
Admin,2021-03-09,US,2197224,1501632,690457,100011127,65111499,33833636,1363319,2083907,711054,null,null,867698,65111499,34576547,817003
Report,2021-03-09,US,null,null,null,null,null,null,null,null,null,1602746,2151571,null,null,null,null
Admin,2021-03-09,LTC,25916,9169,16577,7480759,4755153,2683405,8829,27787,18768,null,null,16578,4755153,2683481,18778
Admin,2021-03-10,US,2490872,1682913,801902,102501999,66794412,34635538,1379224,2073438,686194,null,null,996891,66794412,35573438,818817
Report,2021-03-10,US,null,null,null,null,null,null,null,null,null,2028692,2168688,null,null,null,null
Admin,2021-03-10,LTC,22964,7532,15245,7503723,4762685,2698650,8059,25266,17019,null,null,15246,4762685,2698727,17029
Admin,2021-03-11,US,2510299,1684226,817119,105012298,68478638,35452657,1369359,2032431,656862,null,null,1007421,68478638,36580859,810371
Report,2021-03-11,US,null,null,null,null,null,null,null,null,null,2482603,2233006,null,null,null,null
Admin,2021-03-11,LTC,21601,6670,14781,7525324,4769355,2713431,7368,22691,15155,null,null,14787,4769355,2713514,15165
Admin,2021-03-12,US,1887810,1197443,687026,106900108,69676081,36139683,1287616,1905024,612312,null,null,810233,69676081,37391092,767677
Report,2021-03-12,US,null,null,null,null,null,null,null,null,null,2924112,2302844,null,null,null,null
Admin,2021-03-12,LTC,20698,7083,13450,7546022,4776438,2726881,6593,20121,13373,null,null,13457,4776438,2726971,13383
Admin,2021-03-13,US,160155,108118,51858,107060263,69784199,36191541,1139901,1684517,540217,null,null,68167,69784199,37459259,676165
Report,2021-03-13,US,null,null,null,null,null,null,null,null,null,3234490,2350025,null,null,null,null
Admin,2021-03-13,LTC,1455,184,1247,7547477,4776622,2728128,5900,18035,11996,null,null,1247,4776622,2728218,11998
Admin,2021-03-14,US,11,11,0,107060274,69784210,36191541,1057391,1573461,511935,null,null,11,69784210,37459270,635391
Admin,N/A,US,12135,10621,1355,12135,10621,1355,10621,12135,1355,null,null,1359,10621,1359,1359
Report,N/A,US,null,null,null,null,null,null,null,null,null,0,0,null,null,null,null
Report,2020-12-14,US,null,null,null,null,null,null,null,null,null,509,255,null,null,null,null
Report,2020-12-15,US,null,null,null,null,null,null,null,null,null,12129,4213,null,null,null,null
Report,2020-12-16,US,null,null,null,null,null,null,null,null,null,38996,12909,null,null,null,null
Report,2021-03-14,US,null,null,null,null,null,null,null,null,null,2697779,2386932,null,null,null,null
Admin,2021-03-14,LTC,0,0,0,7547477,4776622,2728128,5431,16568,11009,null,null,0,4776622,2728218,11011
Admin,N/A,LTC,229,229,0,229,229,0,229,229,0,null,null,0,229,0,0
